,time,day,year,air_temp,water_temp,phi_sn,phi_at,phi_ws,phi_e,phi_c,phi_dz,heat
"1","hour9",22,2018,12.5606383000001,NA,3.43900767096584,3057.56972986259,NA,NA,NA,NA,NA
"1","hour12",22,2018,20.5192452,NA,7.21112101768443,3620.21736941757,NA,NA,NA,NA,NA
"1","hour15",22,2018,24.2710177,NA,4.43832469822408,3914.08028612467,NA,NA,NA,NA,NA
"1","hour18",22,2018,21.6181701,NA,0.22207045050183,3704.31091732085,NA,NA,NA,NA,NA
"1","hour21",22,2018,17.8664458,NA,0,3423.77945526942,NA,NA,NA,NA,NA
"1","hour0",23,2018,16.9256649,NA,0,3356.29590387214,NA,NA,NA,NA,NA
"1","hour3",23,2018,11.4618981,NA,0,2985.99141172538,NA,NA,NA,NA,NA
"1","hour6",23,2018,8.898954,NA,0.113697286252052,2824.46227491434,NA,NA,NA,NA,NA
"1","hour9",23,2018,12.7549575,NA,3.52145761586217,3070.37709748955,NA,NA,NA,NA,NA
"1","hour12",23,2018,20.9349228,NA,7.3840070904805,3651.8364460307,NA,NA,NA,NA,NA
"1","hour15",23,2018,24.791046,NA,4.54473319213064,3956.34459712975,NA,NA,NA,NA,NA
"1","hour18",23,2018,22.0644128,NA,0.227394572504104,3738.92273419608,NA,NA,NA,NA,NA
"1","hour21",23,2018,18.2083392,NA,0,3448.5837154783,NA,NA,NA,NA,NA
"1","hour0",24,2018,15.2136024,NA,0,3236.34366034105,NA,NA,NA,NA,NA
"1","hour3",24,2018,11.6256573,NA,0,2996.56977078333,NA,NA,NA,NA,NA
"1","hour6",24,2018,12.6491324,NA,0.112474517470907,3063.39672140064,NA,NA,NA,NA,NA
"1","hour9",24,2018,15.8475041,NA,3.48358574944614,3280.33101756416,NA,NA,NA,NA,NA
"1","hour12",24,2018,22.6323966,NA,7.30459505130499,3783.36844866998,NA,NA,NA,NA,NA
"1","hour15",24,2018,25.8308676,NA,4.49585640668429,4042.00086837402,NA,NA,NA,NA,NA
"1","hour18",24,2018,23.569255,NA,0.224949034941813,3857.64571903568,NA,NA,NA,NA,NA
"1","hour21",24,2018,20.3708251,NA,0,3608.98328159728,NA,NA,NA,NA,NA
"1","hour0",25,2018,15.4817103,NA,0,3254.88739064383,NA,NA,NA,NA,NA
"1","hour3",25,2018,14.9108032,NA,0,3215.5069547665,NA,NA,NA,NA,NA
"1","hour6",25,2018,11.9490692,NA,0.114056866460644,3017.55342215197,NA,NA,NA,NA,NA
"1","hour9",25,2018,15.3804027,NA,3.5325946139894,3247.87000315061,NA,NA,NA,NA,NA
"1","hour12",25,2018,22.6594908,NA,7.40735982736073,3785.49962265182,NA,NA,NA,NA,NA
"1","hour15",25,2018,26.0909308,NA,4.5591064121352,4063.66484653356,NA,NA,NA,NA,NA
"1","hour18",25,2018,23.6645876,NA,0.228113732921288,3865.27196974237,NA,NA,NA,NA,NA
"1","hour21",25,2018,20.2331917,NA,0,3598.59175162061,NA,NA,NA,NA,NA
"1","hour0",26,2018,18.109216,NA,0,3441.37692007677,NA,NA,NA,NA,NA
"1","hour3",26,2018,14.3754747,NA,0,3178.94390290815,NA,NA,NA,NA,NA
"1","hour6",26,2018,10.5790212,NA,0.118230349640681,2929.49734147448,NA,NA,NA,NA,NA
"1","hour9",26,2018,14.1875027,NA,3.6618566624822,3166.18824735616,NA,NA,NA,NA,NA
"1","hour12",26,2018,21.8423853,NA,7.67840437388643,3721.66797584437,NA,NA,NA,NA,NA
"1","hour15",26,2018,25.4509788,NA,4.72592980924832,4010.52895538189,NA,NA,NA,NA,NA
"1","hour18",26,2018,22.8993719,NA,0.236460699281361,3804.41206350287,NA,NA,NA,NA,NA
"1","hour21",26,2018,19.2908247,NA,0,3528.1124317483,NA,NA,NA,NA,NA
"1","hour0",27,2018,17.8068524,NA,0,3419.47129985342,NA,NA,NA,NA,NA
"1","hour3",27,2018,13.1306937,NA,0,3095.26889292909,NA,NA,NA,NA,NA
"1","hour6",27,2018,10.2590751,NA,0.121253138500081,2909.246662112,NA,NA,NA,NA,NA
"1","hour9",27,2018,13.6685685,NA,3.7554791507664,3131.19598421091,NA,NA,NA,NA,NA
"1","hour12",27,2018,20.9013257,NA,7.87471771703305,3649.2722778762,NA,NA,NA,NA,NA
"1","hour15",27,2018,24.3109249,NA,4.84675739726713,3917.31021668922,NA,NA,NA,NA,NA
"1","hour18",27,2018,21.9000252,NA,0.242506277000162,3726.14101116918,NA,NA,NA,NA,NA
"1","hour21",27,2018,18.4904699000001,NA,0,3469.16536105075,NA,NA,NA,NA,NA
"1","hour0",28,2018,16.7392217,NA,0,3343.05520539634,NA,NA,NA,NA,NA
"1","hour3",28,2018,12.6700368,NA,0,3064.7745515031,NA,NA,NA,NA,NA
"1","hour6",28,2018,10.8791245,NA,0.12377170154709,2948.5992378667,NA,NA,NA,NA,NA
"1","hour9",28,2018,14.1066164,NA,3.83348464513905,3160.71256089842,NA,NA,NA,NA,NA
"1","hour12",28,2018,20.9532834,NA,8.03828439491938,3653.23838490931,NA,NA,NA,NA,NA
"1","hour15",28,2018,24.1808755,NA,4.94742995906287,3906.79274041832,NA,NA,NA,NA,NA
"1","hour18",28,2018,21.8986715,NA,0.247543403094181,3726.03590824745,NA,NA,NA,NA,NA
"1","hour21",28,2018,18.6711209,NA,0,3482.39792273263,NA,NA,NA,NA,NA
"1","hour0",29,2018,16.079574,NA,0,3296.55935363964,NA,NA,NA,NA,NA
"1","hour3",29,2018,13.1613871,NA,0,3097.30971448883,NA,NA,NA,NA,NA
"1","hour6",29,2018,10.7590969,NA,0.120604475655948,2940.94687646011,NA,NA,NA,NA,NA
"1","hour9",29,2018,14.0885096,NA,3.73538862101061,3159.48788812725,NA,NA,NA,NA,NA
"1","hour12",29,2018,21.1513871,NA,7.83259066898907,3668.39344340652,NA,NA,NA,NA,NA
"1","hour15",29,2018,24.4809031,NA,4.82082890191415,3931.09258806202,NA,NA,NA,NA,NA
"1","hour18",29,2018,22.1266296,NA,0.241208951311896,3743.76987974743,NA,NA,NA,NA,NA
"1","hour21",29,2018,18.7971563,NA,0,3491.65493625623,NA,NA,NA,NA,NA
"1","hour0",30,2018,16.3889206,NA,0,3318.29603083763,NA,NA,NA,NA,NA
"1","hour3",30,2018,13.1134309,NA,0,3094.12157438707,NA,NA,NA,NA,NA
"1","hour6",30,2018,9.95898500000004,NA,0.1224037585419,2890.35941037042,NA,NA,NA,NA,NA
"1","hour9",30,2018,13.7009342,NA,3.79111641039497,3133.36892552411,NA,NA,NA,NA,NA
"1","hour12",30,2018,21.6389496,NA,7.94944409641564,3705.91665501599,NA,NA,NA,NA,NA
"1","hour15",30,2018,25.381015,NA,4.89275023727207,4004.75523483611,NA,NA,NA,NA,NA
"1","hour18",30,2018,22.7350312,NA,0.244807517083801,3791.44678397051,NA,NA,NA,NA,NA
"1","hour21",30,2018,18.9930139000001,NA,0,3506.08111630423,NA,NA,NA,NA,NA
"1","hour0",31,2018,16.4428865,NA,0,3322.10028758029,NA,NA,NA,NA,NA
"1","hour3",31,2018,12.6050368000001,NA,0,3060.49203681904,NA,NA,NA,NA,NA
"1","hour6",31,2018,12.0690475,NA,0.110961556066477,3025.36909163119,NA,NA,NA,NA,NA
"1","hour9",31,2018,15.5804616,NA,3.43672597261448,3261.7399228113,NA,NA,NA,NA,NA
"1","hour12",31,2018,23.0294294,NA,7.20633661342839,3814.69894603538,NA,NA,NA,NA,NA
"1","hour15",31,2018,26.5409525,NA,4.43537997721277,4101.38257991204,NA,NA,NA,NA,NA
"1","hour18",31,2018,24.0579833,NA,0.221923112132953,3896.8758270114,NA,NA,NA,NA,NA
"1","hour21",31,2018,20.5465053,NA,0,3622.28389722119,NA,NA,NA,NA,NA
